name	set	number	before	after
Bouncing Deathquark	479	082	{{CardData\n|Name=Bouncing Deathquark\n|Image=479-082.png\n|Artist=\n|Text='''Play:''' Destroy an enemy creature and a friendly creature. You may [[Repeat|repeat]] this effect as many times as you like, as long as it is possible to repeat the entire effect.\n|Keywords=\n|FlavorText=\n|Power=\n|Armor=\n|Amber=0\n|Type=Action\n|House=Logos\n|Traits=\n|Rarity=Uncommon\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Call of the Archons\n|SetNumber=341\n|CardNumber=107\n}}\n{{SetData\n|SetName=Age of Ascension\n|SetNumber=435\n|CardNumber=125\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=082\n}}
Bumblebird	479	379	{{CardData\n|Name=Bumblebird\n|Image=479-379.png\n|Artist=\n|Text=[[Alpha|Alpha]]. (You can only play this card before doing anything else this step.)  <p> '''Play:''' Put two +1 power counters on each other friendly Untamed creature.﻿﻿\n|Keywords=Alpha\n|FlavorText=\n|Power=1\n|Armor=0\n|Amber=0\n|Type=Creature\n|House=Untamed\n|Traits=Beast • Insect\n|Rarity=Uncommon\n|Assault=0\n|Hazardous=0\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Age of Ascension\n|SetNumber=435\n|CardNumber=336\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=379\n}}
Captain Val Jericho	479	336	{{CardData\n|Name=Captain Val Jericho\n|Image=479-336.png\n|Artist=\n|Text=During your turn, if Captain Val Jericho is in the [[Center of the Battleline|center of your battleline]], you may play 1 card that is not of the active house.﻿﻿\n|Keywords=\n|FlavorText=\n|Power=5\n|Armor=1\n|Amber=0\n|Type=Creature\n|House=Star Alliance\n|Traits=Human • Leader\n|Rarity=Rare\n|Assault=0\n|Hazardous=0\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Worlds Collide\n|SetNumber=452\n|CardNumber=326\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=336\n}}
Champion Anaphiel	479	129	{{CardData\n|Name=Champion Anaphiel\n|Image=479-129.png\n|Artist=\n|Text=[[Taunt|Taunt]]. (This creature’s neighbors cannot be attacked unless they have taunt.)\n|Keywords=Taunt\n|FlavorText=“Steel thyself, Knave. To harm them you <p> must first defeat me.”\n|Power=6\n|Armor=1\n|Amber=0\n|Type=Creature\n|House=Sanctum\n|Traits=Spirit • Knight\n|Rarity=Common\n|Assault=0\n|Hazardous=0\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Call of the Archons\n|SetNumber=341\n|CardNumber=239\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=129\n}}
Chant of Hubris	479	185	{{CardData\n|Name=Chant of Hubris\n|Image=479-185.png\n|Artist=\n|Text='''Play:''' [[Move|Move]] 1{{Aember}} from a creature to another creature.\n|Keywords=\n|FlavorText=“We get it, you’re the best. <p> Now come out and fight!” <p> – [[Gron Nine-Toes]]\n|Power=\n|Armor=\n|Amber=1\n|Type=Action\n|House=Saurian\n|Traits=\n|Rarity=Common\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Worlds Collide\n|SetNumber=452\n|CardNumber=184\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=185\n}}
Charge!	479	161	{{CardData\n|Name=Charge!\n|Image=479-161.png\n|Artist=\n|Text='''Play:''' For the remainder of the turn, each creature you play gains, “'''Play:''' Deal 2{{Damage}} to an enemy creature.”\n|Keywords=\n|FlavorText=\n|Power=\n|Armor=\n|Amber=1\n|Type=Action\n|House=Sanctum\n|Traits=\n|Rarity=Rare\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Call of the Archons\n|SetNumber=341\n|CardNumber=214\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=161\n}}
City Gates	479	216	{{CardData\n|Name=City Gates\n|Image=479-216.png\n|Artist=\n|Text='''Action:''' A friendly creature captures 1{{Aember}}. If that creature is a [http://archonarcana.com/Card_Gallery?traits=Dinosaur Dinosaur], it captures 2{{Aember}} [[Replacement Effects|instead]].﻿﻿\n|Keywords=\n|FlavorText=\n|Power=\n|Armor=\n|Amber=0\n|Type=Artifact\n|House=Saurian\n|Traits=Location\n|Rarity=Rare\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Worlds Collide\n|SetNumber=452\n|CardNumber=216\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=216\n}}
City-State Interest	479	201	{{CardData\n|Name=City-State Interest\n|Image=479-201.png\n|Artist=\n|Text='''Play:''' Each friendly creature captures 1{{Aember}}.\n|Keywords=\n|FlavorText=Capitus Coronam has the greatest monuments in the republic…and the highest taxes.\n|Power=\n|Armor=\n|Amber=0\n|Type=Action\n|House=Saurian\n|Traits=\n|Rarity=Uncommon\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Worlds Collide\n|SetNumber=452\n|CardNumber=200\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=201\n}}
Cleansing Wave	479	130	{{CardData\n|Name=Cleansing Wave\n|Image=479-130.png\n|Artist=\n|Text='''Play:''' [[Heal|Heal]] 1 damage from each creature. Gain 1{{Aember}} [[For each|for each]] creature healed this way.\n|Keywords=\n|FlavorText=\n|Power=\n|Armor=\n|Amber=0\n|Type=Action\n|House=Sanctum\n|Traits=\n|Rarity=Common\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Call of the Archons\n|SetNumber=341\n|CardNumber=215\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=130\n}}
Commander Chan	479	304	{{CardData\n|Name=Commander Chan\n|Image=479-304.png\n|Artist=\n|Text='''Fight/Reap:''' Use another friendly creature.\n|Keywords=\n|FlavorText=“Our mission didn’t end. It just changed.”\n|Power=4\n|Armor=0\n|Amber=0\n|Type=Creature\n|House=Star Alliance\n|Traits=Human\n|Rarity=Common\n|Assault=0\n|Hazardous=0\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Worlds Collide\n|SetNumber=452\n|CardNumber=296\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=304\n}}
Dance of Doom	479	034	{{CardData\n|Name=Dance of Doom\n|Image=479-034.png\n|Artist=\n|Text='''Play:''' Choose a number. Destroy each creature with power equal to that number.\n|Keywords=\n|FlavorText=\n|Power=\n|Armor=\n|Amber=0\n|Type=Action\n|House=Dis\n|Traits=\n|Rarity=Rare\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Call of the Archons\n|SetNumber=341\n|CardNumber=057\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=034\n}}
Daughter	479	069	{{CardData\n|Name=Daughter\n|Image=479-069.png\n|Artist=\n|Text=[[Elusive|Elusive]]. (The first time this creature is attacked each turn, no damage is dealt.) <p> During your “draw cards” step, refill your hand to 1 additional card.\n|Keywords=Elusive\n|FlavorText=\n|Power=2\n|Armor=0\n|Amber=0\n|Type=Creature\n|House=Logos\n|Traits=Cyborg • Scientist\n|Rarity=Common\n|Assault=0\n|Hazardous=0\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Worlds Collide\n|SetNumber=452\n|CardNumber=131\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=069\n}}
Dexus	479	054	{{CardData\n|Name=Dexus\n|Image=479-054.png\n|Artist=\n|Text=After your opponent plays a creature on their right [[Flank|flank]], they lose 1{{Aember}}.\n|Keywords=\n|FlavorText=“You are right to fear me.”\n|Power=5\n|Armor=0\n|Amber=0\n|Type=Creature\n|House=Dis\n|Traits=Demon\n|Rarity=Variant\n|Assault=0\n|Hazardous=0\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Worlds Collide\n|SetNumber=452\n|CardNumber=124\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=054\n}}
Dimension Door	479	085	{{CardData\n|Name=Dimension Door\n|Image=479-085.png\n|Artist=\n|Text='''Play:''' For the remainder of the turn, any {{Aember}} you would gain from reaping is stolen from your opponent [[Replacement Effects|instead]].\n|Keywords=\n|FlavorText=\n|Power=\n|Armor=\n|Amber=0\n|Type=Action\n|House=Logos\n|Traits=\n|Rarity=Uncommon\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Call of the Archons\n|SetNumber=341\n|CardNumber=108\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=085\n}}
Diplo-Macy	479	218	{{CardData\n|Name=Diplo-Macy\n|Image=479-218.png\n|Artist=\n|Text=[[Alpha|Alpha]]. <p> '''Play:''' Until the start of your next turn, each creature gains, “'''Before Fight:''' [[Exalt|Exalt]] this creature.”\n|Keywords=Alpha\n|FlavorText=Everyone looks up to the Saurians.\n|Power=\n|Armor=\n|Amber=1\n|Type=Action\n|House=Saurian\n|Traits=\n|Rarity=Rare\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Worlds Collide\n|SetNumber=452\n|CardNumber=218\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=218\n}}
Discombobulator	479	086	{{CardData\n|Name=Discombobulator\n|Image=479-086.png\n|Artist=\n|Text=This creature gains, “Your {{Aember}} cannot be stolen.”\n|Keywords=\n|FlavorText=“I tinhk I hvae it cnfeurogid crtcrloey.”\n|Power=\n|Armor=\n|Amber=1\n|Type=Upgrade\n|House=Logos\n|Traits=\n|Rarity=Uncommon\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Worlds Collide\n|SetNumber=452\n|CardNumber=149\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=086\n}}
Disruption Field	479	338	{{CardData\n|Name=Disruption Field\n|Image=479-338.png\n|Artist=\n|Text=Your opponent’s keys [[Cost|cost]] +1{{Aember}} [[For each|for each]] disruption counter on Disruption Field. <p> This creature gains “'''Fight/Reap:''' Put a disruption counter on Disruption Field.” <p> ﻿﻿\n|Keywords=\n|FlavorText=\n|Power=\n|Armor=\n|Amber=1\n|Type=Upgrade\n|House=Star Alliance\n|Traits=\n|Rarity=Rare\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Worlds Collide\n|SetNumber=452\n|CardNumber=328\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=338\n}}
Dominator Bauble	479	005	{{CardData\n|Name=Dominator Bauble\n|Image=479-005.png\n|Artist=\n|Text='''Action:''' Use a friendly creature.\n|Keywords=\n|FlavorText=“I know I shouldn’t’a nicked it, but ‘twere so…shiny.” – [[Noddy the Thief]]\n|Power=\n|Armor=\n|Amber=0\n|Type=Artifact\n|House=Dis\n|Traits=Item\n|Rarity=Common\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Call of the Archons\n|SetNumber=341\n|CardNumber=073\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=005\n}}
Earthbind	479	398	{{CardData\n|Name=Earthbind\n|Image=479-398.png\n|Artist=\n|Text=This creature cannot be used unless its controller has discarded a card this turn.﻿﻿\n|Keywords=\n|FlavorText=\n|Power=\n|Armor=\n|Amber=1\n|Type=Upgrade\n|House=Untamed\n|Traits=\n|Rarity=Rare\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Age of Ascension\n|SetNumber=435\n|CardNumber=352\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=398\n}}
Effervescent Principle	479	072	{{CardData\n|Name=Effervescent Principle\n|Image=479-072.png\n|Artist=\n|Text='''Play:''' Each player loses half their {{Aember}} (rounding down the loss). Gain 1 chain.\n|Keywords=\n|FlavorText=\n|Power=\n|Armor=\n|Amber=0\n|Type=Action\n|House=Logos\n|Traits=\n|Rarity=Common\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Call of the Archons\n|SetNumber=341\n|CardNumber=109\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=072\n}}
Eldest Bear	479	399	{{CardData\n|Name=Eldest Bear\n|Image=479-399.png\n|Artist=\n|Text=[[Assault|Assault]] 3. <p> While Eldest Bear is in the [[Center of the Battleline|center of your battleline]], it gains, “'''Before Fight:''' Gain 2{{Aember}}.”\n|Keywords=Assault\n|FlavorText=A gentle bear is still a bear.\n|Power=5\n|Armor=0\n|Amber=0\n|Type=Creature\n|House=Untamed\n|Traits=Beast • Leader • Witch\n|Rarity=Rare\n|Assault=3\n|Hazardous=0\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Worlds Collide\n|SetNumber=452\n|CardNumber=388\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=399\n}}
Encounter Suit	479	339	{{CardData\n|Name=Encounter Suit\n|Image=479-339.png\n|Artist=\n|Text=After an action card is played, but before resolving its play effect, [[Ward|ward]] this creature.\n|Keywords=\n|FlavorText=Just because this sector’s air is breathable, <p> it doesn’t mean the next one’s will be.\n|Power=\n|Armor=\n|Amber=0\n|Type=Upgrade\n|House=Star Alliance\n|Traits=\n|Rarity=Rare\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Worlds Collide\n|SetNumber=452\n|CardNumber=330\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=339\n}}
Entropic Swirl	479	103	{{CardData\n|Name=Entropic Swirl\n|Image=479-103.png\n|Artist=\n|Text='''Play:''' Choose a creature. [[For each|For each]] trait that creature has, deal 2{{Damage}} to it and gain 1{{Aember}}.\n|Keywords=\n|FlavorText=\n|Power=\n|Armor=\n|Amber=0\n|Type=Action\n|House=Logos\n|Traits=\n|Rarity=Rare\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Age of Ascension\n|SetNumber=435\n|CardNumber=143\n}}\n{{SetData\n|SetName=Worlds Collide\n|SetNumber=452\n|CardNumber=165\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=103\n}}
Equalize	479	148	{{CardData\n|Name=Equalize\n|Image=479-148.png\n|Artist=\n|Text='''Play:''' Redistribute the {{Aember}} on friendly creatures among friendly creatures. Redistribute the {{Aember}} on enemy creatures among enemy creatures.\n|Keywords=\n|FlavorText=\n|Power=\n|Armor=\n|Amber=1\n|Type=Action\n|House=Sanctum\n|Traits=\n|Rarity=Uncommon\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Age of Ascension\n|SetNumber=435\n|CardNumber=232\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=148\n}}
Exile	479	205	{{CardData\n|Name=Exile\n|Image=479-205.png\n|Artist=\n|Text='''Play:''' Give [[Control|control]] of a friendly creature to your opponent.\n|Keywords=\n|FlavorText=“You, [[Merinius]], are henceforth banished to the Mesoterranean Isles, on pain of death. Begone!”\n|Power=\n|Armor=\n|Amber=1\n|Type=Action\n|House=Saurian\n|Traits=\n|Rarity=Uncommon\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Worlds Collide\n|SetNumber=452\n|CardNumber=202\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=205\n}}
Explo-rover	479	307	{{CardData\n|Name=Explo-rover\n|Image=479-307.png\n|Artist=\n|Text=[[Skirmish|Skirmish]]. (When you use this creature to fight, it is dealt no damage in return.) <p> Explo-rover may be played as an upgrade [[Replacement Effects|instead]] of a creature, with the text: “This creature gains skirmish.”﻿﻿\n|Keywords=Skirmish\n|FlavorText=\n|Power=3\n|Armor=0\n|Amber=0\n|Type=Creature\n|House=Star Alliance\n|Traits=Robot\n|Rarity=Common\n|Assault=0\n|Hazardous=0\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Worlds Collide\n|SetNumber=452\n|CardNumber=297\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=307\n}}
Eye of Judgment	479	162	{{CardData\n|Name=Eye of Judgment\n|Image=479-162.png\n|Artist=\n|Text='''Action:''' [[Purge|Purge]] a creature from a discard pile.\n|Keywords=\n|FlavorText=Those with nothing to hide have nothing to fear.\n|Power=\n|Armor=\n|Amber=1\n|Type=Artifact\n|House=Sanctum\n|Traits=Item\n|Rarity=Rare\n|Assault=\n|Hazardous=\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|EnhanceDamage=0\n}}\n{{SetData\n|SetName=Age of Ascension\n|SetNumber=435\n|CardNumber=253\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=162\n}}
Fangs of Gizelhart	479	133	{{CardData\n|Name=Fangs of Gizelhart\n|Image=479-133.png\n|Artist=Natalie Russo\n|Text='''Play:''' [[Purge|Purge]] the most powerful creature.\n|Keywords=\n|FlavorText=“Seeker of wisdom, I say unto you: never wake me before noon.” – from the Ravings of the Prophet Gizelhart\n|Amber=1\n|Assault=\n|Hazardous=\n|EnhanceDamage=0\n|EnhanceAmber=0\n|EnhanceDraw=0\n|EnhanceCapture=0\n|Type=Action\n|House=Sanctum\n|Rarity=Common\n|Power=\n|Armor=\n|Traits=\n}}\n{{SetData\n|SetName=Mass Mutation\n|SetNumber=479\n|CardNumber=133\n}}
